id,sentence,difficulty
1763,"Auparavant, la duplication de l'ADN se faisait par clonage moléculaire : la séquence d'intérêt était insérée dans le génome d'une bactérie et l'on se servait du taux de croissance élevé du micro-organisme pour obtenir autant de clones de la séquence d'ADN.",C2
1764,Il doit se dépêcher pour ne pas être en retard à l'école.,A2
1765,On doit aussi faire tous les exercices,A1
1766,"Oui, un acte courageux, surtout quand celle-ci va à l'encontre de la frénésie ambiante, de la course aux infos",B1
1767,Tu manges beaucoup.,A1
1768,La journée est longue pour lui,A2
1769,"Bonjour, je m'appelle Igor",A1
1770,Le Net a encouragé des visions utopistes chez d'autres.,C1
1771,Je voudrais bien construire les bâtiments les plus hauts du monde.,B1
1772,"Mais sa voix, on ne l'a pas beaucoup entendue.",A2
1773,"Au début, ça a été très compliqué à mettre en place en fin de compte",A2
1774,Je ne trouve pas le livre que tu cherches.,A1
1775,Il n'aimait pas les plats de la cantine,A1
1776,Nous n'eûmes aucun mal à retrouver l'homme parmi la foule des voyageurs qui convergeaient vers la sortie,C2
1777,"Emma, de même, aurait voulu, fuyant la vie, s'envoler dans une étreinte.",C2
1778,"Hannah regarda les sabots détestables, qui par-dessus le marché étaient vert fluo.",B2
1779,"Une équation, entre autres, porte son nom.",B2
1780,"Elle s'est baignée, elle s'est reposée, elle s'est amusée",A1
1781,Tu pensais toujours à ton amant qui t'avait abandonné sans pitié.,B1
1782,L'école donne des cours de français.,A1
1783,Les salariés qui ont cotisé suffisamment peuvent prendre leur retraite à 60 ans.,B2
1784,"Un aspect qui différencie ces deux premiers profils cantonaux des autres, c'est le caractère de ""planification positive"" qu'ont ces instruments de contingentement spatial : ils indiquent un objectif, un état souhaitable en termes d'extension maximale des surfaces urbanisées à un horizon temporel donné.",C2
1785,Il arrive que le portable brise les amitiés entre jeunes.,B2
1786,"En prenant des cours, tu apprendrais plus vite.",B1
1787,J'aime beaucoup toute ma famille,A2
1788,"D'abord, je dois aller à la boulangerie pour acheter du pain et des croissants",A2
1789,Je lus un roman que je me fus procuré à la bibliothèque centrale,C2
1790,"S'il existe des dizaines de variantes à cette recette, le chef Gérard- Michel Corbin nous propose d'y apporter lui aussi sa touche personnelle",C1
1791,"Ils m'ont expliqué qu'ils n'avaient pas encore vu quelqu'un d'aussi expressif, et qu'ils allaient me recontacter.",B1
1792,"Les impôts sur le revenu et la fortune des personnes physiques, sur le bénéfice et le capital des personnes morales ainsi que sur les bénéfices immobiliers sont des impôts directs que les cantons doivent prélever selon la LHID.",C1
1793,Une étude menée par des chercheurs de l'université McGill au Canada vient apporter de nouveaux éléments sur cette étape.,C2
1794,J'ai entendu dire que le maire souhaitait supprimer le festival de chants folkloriques.,B2
1795,"Avec son repas en famille autour de sa traditionnelle dinde farcie, Thanksgiving est considérée comme une fête aussi importante que Noël aux États-Unis et au Canada",B2
1796,"En Amérique centrale, c'est Francia Márquez qui a réussi à organiser les femmes de la Toma dans la région de Cauca et à faire pression sur le gouvernement colombien pour arrêter l'exploitation illégale de l'or sur les terres ancestrales",B1
1797,"On a un prof super cool, genre métissé, cheveux hirsutes, fringues cooles et classes.",C1
1798,"Utiliser des stoppeurs externes (horloge, messages d'avertissement), parler de ses affects négatifs à des proches, faire de la relaxation, de la méditation, du sport, se rappeler les conséquences négatives d'une consommation excessive (encourager un discours critique, peser le pour et le contre), surfer sur l'envie (la laisser venir, résister et attendre qu'elle passe)., autant de moyens pour essayer d'endiguer ces envies devenues incontrôlables.",C2
1799,"Le soir, nous avons mangé dans un excellent restaurant",A2
1800,C'est un spectacle magique,A1
1801,"En effet, de nombreux concepts peuvent être abordés sans ordinateur.",B2
1802,Comment allez-vous aujourd'hui ?,A1
1803,Il a un appartement,A2
1804,"Le Père Éternel eut compassion du pauvre homme; il écrivit un mot, en lettres d'or, sur une feuille qu'il cueillit d'un arbre dans le Paradis.",B1
1805,"J'ai voulu lui offrir le café mais Marie n'a pas voulu : ""chacun sa part"".",A2
1806,"Ainsi en a décidé le très puritain George Bush, avec la bénédiction de la féministe Hillary Clinton.",C1
1807,66 % des sympa-thisants de gauche y sont favorables contre 82 % des sympathisants de droite,C2
1808,"Selon moi, le risque est trop grand pour qu'on le prenne.",B1
1809,"À mesure que nous nous servons des ordinateurs comme intermédiaires de compréhension du monde, je crains que notre propre intelligence ne devienne artificielle.",C1
1810,Deux constats récents ont imposé le débat.,C1
1811,"Née en 1776, elle est l'une des premières mathématiciennes françaises autodidactes.",B2
1812,Le lien entre l'acteur et l'acte commis est inexistant,C2
1813,"Sortons, faisons quelquechose, n'importe quoi, juste pour bouger un peu!",B1
1814,Le voyageur a été le favori du Prince.,B1
1815,"C'est pourquoi, si près de 50 % de nos essais sont sous-traités, nous gagnerons en souplesse et éviterons la baisse momentanée de nos effectifs.",B2
1816,Je ne me le suis jamais demandé.,A2
1817,"Je ne nie pas que parfois, c'est ma faute.",A2
1818,Elle se classe première parmi les meilleures de sa catégorie.,B2
1819,"Oui, je vais le faire !",A2
1820,Et pas qu'une.,A1
1821,C'est un hôtel au bord de la mer,A1
1822,La cuisine française est engoncée dans ses traditions et refuse d'en sortir.,B2
1823,C'est ici que je cuisine des gâteaux et des pâtisseries,A2
1824,Elle est petite.,A1
1825,"Si la notion de patriotisme peut sembler marquée à droite, les chantres du patriotisme économique et leurs discours plus culpabilisants qu'encourageants sont de tous bords politiques : de l'extrême droite à l'extrême gauche sans oublier les écologistes",B2
1826,Je vous ouvre un compte.,A2
1827,"C'étaient de ces chambres de province qui - de même qu'en certains pays des parties entières de l'air ou de la mer sont illuminées ou parfumées par des myriades de protozoaires que nous ne voyons pas - nous enchantent des mille odeurs qu'y dégagent les vertus, la sagesse, les habitudes, toute une vie secrète, invisible, surabondante et morale que l'atmosphère y tient en suspens ; odeurs naturelles encore, certes, et couleur du temps comme celles de la campagne voisine, mais déjà casanières, humaines et renfermées, gelée exquise, industrieuse et limpide de tous les fruits de l'année qui ont quitté le verger pour l'armoire ; saisonnières, mais mobilières et domestiques, corrigeant le piquant de la gelée blanche par la douceur du pain chaud, oisives et ponctuelles comme une horloge de village, flâneuses et rangées, insoucieuses et prévoyantes, lingères, matinales, dévotes, heureuses d'une paix qui n'apporte qu'un surcroît d'anxiété et d'un prosaïsme qui sert de grand réservoir de poésie à celui qui les traverse sans y avoir vécu.",C2
1828,L'opinion se convainc de l'inanité du bellicisme.,C2
1829,Régine Lemoine-Darthois et Elisabeth Weissman ont fait le même constat.,C1
1830,"L'indispensable travail de reconstruction est professionnel et social souvent, psychologique et amoureux parfois.",C1
1831,"Bonsoir, J'ai une réservation pour 21h au nom de Smith.",A2
1832,"Dans une analyse publiée le 3 mars, UBS estime que l'ensemble du marché est délicat. En Chine et en Corée du Sud, les deux pays où la livraison de repas est la plus développée, les bénéfices opérationnels sont possibles.",C1
1833,"Et, pour finir, cet aphorisme redoutable, maître-mot de la pensée de la complexité : ""Tout ce qui isole un objet détruit sa réalité même6.",C2
1834,"S'obstiner à acheter 100 pour cent français reviendrait à vivre sans réfrigérateur, sans lave linge, sans smartphone, sans ordinateur. Autrement dit, les plus patriotes et les plus écolos devront soit mettre de l'eau dans leur vin soit revenir à un mode de vie d'un autre âge",B2
1835,"Si nous avions plus d'argent, nous achèterions un tableau de Matisse.",B1
1836,"Selon l'Organisation mondiale de la santé (OMS), on comptait environ 200 millions d'obèses dans le monde en 1995.",C1
1837,"Aujourd'hui, j'ai mangé une mousse au chocolat parce que je ne suis pas à la diète.",A2
1838,"En parallèle, l'essor des nanotechnologies stimule la miniaturisation et la mobilité de ces outils auxquels il s'agira de greffer des systèmes énergétiques aussi petits que possible.",C1
1839,"À chaque respiration elle sentait la fumée entrer dans ses poumons, tel un insidieux poison.",B2
1840,Ils vont souvent à l'opéra,A1
1841,"Enfermés dans la souricière d'amour, condamnés aux travaux d'amour à perpétuité, ils étaient couchés l'un près de l'autre, beaux, tendres aimants et sans but.",C2
1842,Les hommes la découpent et la placent au-dessus de la flamme.,A2
1843,"Une fois déchiquetées et séchées, elles sont alors agglomérées en petits cylindres appelés ""palettes"".",B2
1844,"Grâce aux actions concertées de ces organisations, des milliers d'enfants sont chaque année tirés des griffes de la violence et de la guerre.",B1
1845,Tu remplis le pot d'eau et tu mets des glaçons.,A2
1846,Les ignorer en restant nostalgique est inconscient.,C1
1847,"Il s'arrêtait, se baissait, et, lorsqu'elle approchait, de son petit pas hésitant, il sautait en l'air comme les diables enfermés en des boîtes, puis il s'élançait d'une enjambée à l'autre bout du salon.",C2
1848,"Ensuite, Marie et moi, on est allés regarder dans une librairie et on a trouvé un livre de contes pour enfant très joli.",B1
1849,La biographie est une friandise mais le quotidien de l'écrivain public se nourrit des innombrables demandes de services ponctuels formulées par les particuliers et les entreprises.,C1
1850,"Si cette actrice avait accepté le rôle, elle aurait été formidable.",B1
1851,On eût difficilement imaginé un plus baroque assemblage de vêtures surannées,C2
1852,A cette très grande mortalité correspond une durée moyenne de vie relativement courte.,C1
1853,Et ils étaient plus de mille.,B1
1854,J'habite à Rouen mais je travaille à Paris,A1
1855,Tu l'appelles chaque jour jusqu'à ce qu'il te donne une réponse.,B1
1856,Il joue au football depuis cinq ans.,A1
1857,"C'est vraiment génial d'être en ville et d'avoir les monuments, les musées et la plage au même endroit",B1
1858,"Ainsi, ils gagnent en efficacité et l'employeur en profite.",B2
1859,"Tout le monde était tondu à neuf, les oreilles s'écartaient des têtes, on était rasé de près ; quelques-uns même qui s'étaient levés dès avant l'aube, n'ayant pas vu clair à se faire la barbe, avaient des balafres en diagonale sous le nez, ou, le long des mâchoires, des pelures d'épiderme larges comme des écus de trois francs, et qu'avait enflammées le grand air pendant la route, ce qui marbrait un peu de plaques roses toutes ces grosses faces blanches épanouies.",C2
1860,"Le bâtiment principal, qui vient d'être rénové, a l'air tout neuf et ils ont peint les mursen couleurs pastels",B2
1861,Il y a aussi les personnages dotés d'un pouvoir politique séculier exceptionnel : les rois.,C2
1862,Pour preuve : les Bédouins ont fait du thé à la menthe brûlant un véritable rituel et en consomment plusieurs fois par jour.,B2
1863,"Onze heures sonnèrent, je me rendis auprès d'Ellénore : elle m'attendait.",C2
1864,Je vais fermer la porte à clé par sécurité.,A2
1865,"Pour vérifier que vous avez bien compris, répondez à ces questions.",A2
1866,Un mode de travail dont ils sont habituellement privés dans un enseignement transmissif.,C2
1867,"C'est dans le Sahara qu'il fait le plus chaud sur Terre, où des températures de plus de 50 °C ne sont pas rares.",A2
1868,Je travaillais lorsqu'il est arrivé par surprise derrière moi.,A2
